,Kingdom,Phylum,Class,Order,Family,Genus,Species,AQH
ASV1363,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__trifolii,
ASV1364,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__africana,
ASV1367,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,
ASV1368,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1369,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Clathraceae,g__Clathrus,s__archeri,
ASV1370,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meripilaceae,g__Rigidoporus,s__sanguinolentus,
ASV1371,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__lecanii-corni,
ASV1372,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__Rozellomycotina_ord_Incertae_sedis,f__Rozellomycotina_fam_Incertae_sedis,g__Paramicrosporidium,s__saccamoebae,
ASV1373,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniastraceae,g__Melampsoridium,s__betulinum,
ASV1375,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Protrudomycetaceae,g__Protrudomyces,s__lateralis,
ASV1378,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,s__oryzae,
ASV1379,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Buckleyzymaceae,g__Buckleyzyma,s__aurantiaca,
ASV138,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryales,f__Microbotryaceae,g__Sphacelotheca,s__polygoni-persicariae,
ASV1380,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,NA,
ASV1381,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__sublilacina,
ASV1383,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Carcinomycetaceae,g__Carcinomyces,s__arundinariae,
ASV1384,k__Fungi,p__Olpidiomycota,c__GS18,o__GS18,NA,NA,NA,
ASV1386,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,NA,NA,
ASV1387,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__triglochinicola,
ASV1388,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,g__Botrytis,s__caroliniana,
ASV1389,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__americae-meridionalis,
ASV139,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__microsporum,
ASV1390,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Biatriosporaceae,g__Biatriospora,NA,
ASV1391,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,NA,NA,
ASV1393,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__chlamydosporigena,
ASV1394,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Coralloidiomyces,s__digitatus,
ASV1395,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA,
ASV1396,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,
ASV1398,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__longipes,
ASV1400,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,
ASV1403,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__beljakovae,
ASV1404,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,s__suaveolens,
ASV1405,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA,
ASV1406,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA,
ASV1407,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV1409,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,NA,
ASV141,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__microsporum,
ASV1410,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,s__delicatulum,
ASV1411,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,
ASV1412,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA,NA,
ASV1414,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA,
ASV1415,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__frigida,
ASV1416,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__cuniculi,
ASV1417,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1418,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__creatinivorum,
ASV1419,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__leptospora,
ASV1422,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,s__woronichinii,
ASV1423,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Gymnopilus,s__penetrans,
ASV1424,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,NA,
ASV1425,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,
ASV1426,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1427,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV1431,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,NA,NA,NA,
ASV1432,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA,
ASV1433,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,
ASV1434,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Coralloidiomyces,s__digitatus,
ASV1436,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__biglobosus,
ASV1437,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,NA,
ASV1438,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA,
ASV1439,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA,
ASV1440,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA,
ASV1441,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,s__hercules,
ASV1442,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cuniculitremaceae,NA,NA,
ASV1443,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,s__inflorescentiae,
ASV1444,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,NA,
ASV1446,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,NA,NA,
ASV1448,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV145,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__microsporum,
ASV1450,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Auriscalpiaceae,g__Gloeodontia,s__subasperispora,
ASV1451,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA,
ASV1452,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__atramentaria,
ASV1454,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Sclerodermataceae,g__Scleroderma,s__bovista,
ASV1455,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__ellisii,
ASV1456,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__maculata,
ASV1458,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,
ASV1459,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__biglobosus,
ASV1460,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,NA,
ASV1464,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiotremataceae,g__Lophiotrema,s__boreale,
ASV1465,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromataceae,g__Microstroma,s__album,
ASV1466,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA,
ASV1469,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,NA,
ASV147,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,NA,NA,
ASV1472,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,NA,
ASV1473,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Geomyces,NA,
ASV1475,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,NA,
ASV1476,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__byssoides,
ASV1477,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Sigarispora,s__arundinis,
ASV1478,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,NA,NA,
ASV148,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,NA,
ASV1480,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Pseudotomentella,NA,
ASV1481,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Bradymyces,NA,
ASV1482,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__americae-meridionalis,
ASV1484,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__byssoides,
ASV1486,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__Branch03,NA,NA,NA,
ASV1489,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__flanaganii,
ASV1490,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__rosea,
ASV1491,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,NA,NA,
ASV1492,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Endosporium,NA,
ASV1494,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Biatriosporaceae,g__Biatriospora,NA,
ASV1495,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,f__Phaeomoniellaceae,NA,NA,
ASV1496,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,NA,
ASV1497,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA,
ASV150,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__microsporum,
ASV1500,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Neobulgaria,NA,
ASV1502,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__microsporum,
ASV1503,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA,
ASV1506,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Geastrumia,s__polystigmatis,
ASV1507,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,NA,NA,
ASV1508,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidiales,f__Mytilinidiales_fam_Incertae_sedis,g__Halokirschsteiniothelia,s__maritima,
ASV151,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,
ASV1510,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniastraceae,g__Melampsoridium,s__betulinum,
ASV1513,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV1514,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,NA,
ASV1515,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA,
ASV1516,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,NA,
ASV1517,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Kazachstania,s__servazzii,
ASV152,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,
ASV1520,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Trematosphaeriaceae,g__Trematosphaeria,s__hydrela,
ASV1521,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Paraleptosphaeria,s__nitschkei,
ASV1525,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA,
ASV1526,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA,
ASV1527,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Pseudoanungitea,s__vaccinii,
ASV1528,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Buckleyzymaceae,g__Buckleyzyma,s__aurantiaca,
ASV1529,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA,
ASV1531,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA,NA,
ASV1532,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,NA,
ASV1533,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Terramycetaceae,g__Boothiomyces,NA,
ASV1534,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__pseudodichotomus,
ASV1536,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,s__byssoides,
ASV1537,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,NA,NA,
ASV154,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA,
ASV1542,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__fimeti,
ASV1543,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV1544,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,
ASV1546,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__montana,
ASV1547,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Minutisphaerales,f__Minutisphaeraceae,g__Minutisphaera,s__japonica,
ASV1548,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,s__nebularis,
ASV1549,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Alnicola,s__sphagneti,
ASV1550,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Trechisporales_fam_Incertae_sedis,g__Sistotremastrum,s__suecicum,
ASV1553,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__pachyderma,
ASV1554,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,NA,NA,
ASV1555,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,
ASV1557,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__casimiri,
ASV1559,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,s__hobsonii,
ASV156,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,NA,
ASV1561,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Simocybe,s__rhabarbarina,
ASV1562,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__curvipes,
ASV1564,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Acrodontium,s__crateriforme,
ASV1566,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__potteri,
ASV1567,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA,
ASV1568,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,NA,
ASV1569,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__graminis,
ASV1570,k__Fungi,p__Mortierellomycota,NA,NA,NA,NA,NA,
ASV1571,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA,
ASV1572,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,
ASV1574,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Phallaceae,g__Phallus,s__impudicus,
ASV1575,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,NA,NA,
ASV1576,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,
ASV1577,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,s__radicosum,
ASV1579,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,NA,NA,
ASV158,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__luteoalbum,
ASV1580,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,s__cucumerina,
ASV1581,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA,
ASV1582,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,NA,NA,NA,
ASV1586,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__influorescens,
ASV1587,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,NA,
ASV1589,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,g__Camptophora,NA,
ASV159,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,NA,NA,
ASV1594,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiotremataceae,g__Lophiotrema,s__eburnoides,
ASV1595,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,NA,NA,
ASV1596,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA,NA,
ASV1597,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,NA,
ASV1598,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1601,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__perforans,
ASV1602,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__corticioides,
ASV1605,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA,
ASV1606,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Neofusicoccum,s__parvum,
ASV1607,k__Fungi,p__Rozellomycota,NA,NA,NA,NA,NA,
ASV161,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,NA,
ASV1610,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA,
ASV1611,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Gyrophanopsis,s__polonensis,
ASV1612,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meripilaceae,g__Rigidoporus,s__sanguinolentus,
ASV1614,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,NA,NA,
ASV1615,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__americae-meridionalis,
ASV1616,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,f__Chytridiales_fam_Incertae_sedis,g__Zygorhizidium,s__planktonicum,
ASV1618,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,NA,NA,NA,
ASV1619,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__leptospora,
ASV162,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Neobulgaria,NA,
ASV1620,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,s__cutaneum,
ASV1621,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Powellomycetaceae,g__Powellomyces,NA,
ASV1622,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__leptospora,
ASV1623,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaeta,s__inflorescentiae,
ASV1624,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Halomycetaceae,g__Paranamyces,s__uniporus,
ASV1626,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,NA,NA,NA,
ASV1627,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1629,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Cryptosporiopsis,NA,
ASV163,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__pratorum,
ASV1631,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,NA,
ASV1632,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Thelidium,s__minutulum,
ASV1633,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__excipuliforme,
ASV1634,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,NA,NA,NA,
ASV1635,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__fimbricystis,
ASV1636,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,
ASV1637,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Buckleyzymaceae,g__Buckleyzyma,s__aurantiaca,
ASV1638,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,NA,NA,
ASV164,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Tausonia,s__pullulans,
ASV1643,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,
ASV1644,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Cylindrium,s__elongatum,
